Transaction_ID,Service_Date,Client_ID,Dog_ID,Service_ID,Campaign_ID,Revenue,Estimated_Cost,Gross_Profit,Discount_Rate,Trainer_Hours,Travel_Miles,Satisfaction_Rating,Training_Outcome,Payment_Status,Follow_Up_Required
T00428,2026-05-15,C0074,D0101,S014,,58.5,20.91,37.59,0.1,6.35,27.7,5,Completed Goals,Paid,Yes
T00429,2026-03-26,C0074,D0101,S001,,125.0,41.76,83.24,0.0,1.35,22.0,5,Moderate Progress,Paid,No
T00430,2026-02-28,C0074,D0101,S008,,85.0,25.03,59.97,0.0,1.33,23.8,5,Excellent Progress,Paid,No
T00431,2026-04-22,C0075,D0103,S006,,57.0,20.2,36.8,0.05,1.08,12.6,5,Excellent Progress,Paid,No
T00432,2025-07-17,C0075,D0103,S001,,125.0,39.53,85.47,0.0,1.3,16.6,5,Excellent Progress,Paid,No
T00433,2025-03-05,C0075,D0103,S006,M002,54.0,16.89,37.11,0.1,1.37,15.9,5,Excellent Progress,Pending,No
T00434,2025-10-13,C0075,D0102,S013,,112.5,40.97,71.53,0.1,12.08,14.5,5,Excellent Progress,Paid,No
T00435,2026-05-27,C0076,D0104,S001,,125.0,40.5,84.5,0.0,1.35,6.8,5,Excellent Progress,Paid,No
T00436,2026-05-31,C0076,D0104,S010,,18.0,7.39,10.61,0.1,0.7,13.0,5,Completed Goals,Pending,No
T00437,2025-12-16,C0076,D0104,S013,,112.5,38.13,74.37,0.1,12.19,6.6,5,Excellent Progress,Paid,Yes
T00438,2026-04-25,C0076,D0104,S004,,28.5,8.61,19.89,0.05,0.6,8.0,5,Moderate Progress,Paid,No
T00439,2026-05-04,C0076,D0104,S002,,356.25,93.05,263.2,0.0,1.27,12.8,5,Completed Goals,Paid,Yes
T00440,2025-11-24,C0076,D0104,S006,,60.0,21.17,38.83,0.0,1.21,10.4,5,Completed Goals,Paid,No
T00441,2026-02-27,C0076,D0104,S004,,27.0,12.41,14.59,0.1,0.8,14.3,5,Moderate Progress,Pending,No
T00442,2026-03-01,C0076,D0104,S001,,112.5,39.14,73.36,0.1,1.26,11.9,5,Moderate Progress,Paid,No
T00443,2025-12-25,C0077,D0105,S007,,45.0,14.92,30.08,0.0,0.72,10.4,5,Moderate Progress,Paid,No
T00444,2026-04-22,C0078,D0107,S010,,19.0,6.54,12.46,0.05,0.7,24.2,5,Excellent Progress,Paid,No
T00445,2026-04-01,C0078,D0107,S013,,125.0,43.57,81.43,0.0,12.33,28.3,5,Excellent Progress,Paid,Yes
T00446,2025-11-10,C0079,D0109,S002,M008,338.44,96.6,241.84,0.05,1.22,11.1,5,Excellent Progress,Paid,No
T00447,2025-05-24,C0079,D0109,S004,M008,27.0,8.45,18.55,0.1,0.7,14.1,5,Completed Goals,Paid,No
T00448,2026-04-01,C0079,D0109,S011,M008,27.0,8.06,18.94,0.1,0.79,13.3,5,Excellent Progress,Paid,Yes
T00449,2026-03-25,C0079,D0109,S014,M008,65.0,25.47,39.53,0.0,6.26,16.0,5,Completed Goals,Pending,No
T00450,2025-05-03,C0079,D0109,S002,M008,356.25,91.1,265.15,0.0,1.15,12.7,5,Excellent Progress,Paid,Yes
T00451,2025-08-22,C0079,D0109,S008,M008,85.0,25.07,59.93,0.0,1.2,15.3,5,Completed Goals,Paid,No
T00452,2025-04-16,C0079,D0109,S006,M008,60.0,18.91,41.09,0.0,1.27,11.1,5,Moderate Progress,Paid,No
T00453,2025-10-01,C0079,D0109,S011,M008,28.5,10.61,17.89,0.05,0.79,16.7,5,Excellent Progress,Pending,No
T00454,2025-11-07,C0080,D0111,S005,M008,45.0,12.26,32.74,0.0,1.12,22.5,5,Excellent Progress,Pending,No
T00455,2026-05-25,C0080,D0111,S005,M008,45.0,12.06,32.94,0.0,0.9,25.6,5,Moderate Progress,Paid,No
T00456,2026-03-29,C0080,D0111,S013,M008,118.75,43.43,75.32,0.05,12.36,22.0,5,Excellent Progress,Paid,No
T00457,2026-05-03,C0080,D0111,S002,M008,320.62,92.38,228.24,0.1,1.27,21.5,5,Moderate Progress,Paid,Yes
T00458,2026-01-17,C0080,D0111,S011,M008,27.0,7.42,19.58,0.1,0.68,26.4,5,Excellent Progress,Paid,Yes
T00459,2025-08-17,C0080,D0111,S004,M008,30.0,13.64,16.36,0.0,0.9,25.9,5,Moderate Progress,Pending,No
T00460,2026-01-07,C0080,D0110,S004,M008,28.5,9.73,18.77,0.05,0.66,26.0,5,Moderate Progress,Paid,No
T00461,2026-03-13,C0080,D0110,S009,M008,94.5,34.22,60.28,0.1,1.72,24.9,5,Excellent Progress,Pending,Yes
T00462,2026-04-27,C0080,D0111,S013,M008,118.75,42.82,75.93,0.05,12.38,27.2,5,Excellent Progress,Pending,No
T00463,2026-05-27,C0081,D0112,S005,M007,45.0,12.23,32.77,0.0,0.85,10.9,5,Moderate Progress,Paid,No
T00464,2026-03-31,C0081,D0112,S005,M007,40.5,14.6,25.9,0.1,1.15,8.9,5,Excellent Progress,Pending,Yes
T00465,2026-04-04,C0081,D0112,S001,M007,125.0,36.28,88.72,0.0,1.31,6.5,5,Excellent Progress,Paid,No
T00466,2026-05-11,C0081,D0112,S007,M007,42.75,17.04,25.71,0.05,0.76,12.6,5,Excellent Progress,Paid,No
T00467,2026-04-16,C0082,D0113,S004,M004,28.5,10.77,17.73,0.05,0.74,11.6,5,Moderate Progress,Paid,No
T00468,2026-04-15,C0082,D0113,S007,M004,40.5,16.51,23.99,0.1,0.58,11.6,5,Excellent Progress,Paid,No
T00469,2026-05-21,C0082,D0113,S001,M004,125.0,36.92,88.08,0.0,1.12,10.6,5,Moderate Progress,Pending,No
T00470,2026-02-21,C0082,D0113,S004,M004,28.5,8.16,20.34,0.05,0.7,7.3,5,Moderate Progress,Paid,No
T00471,2026-02-09,C0082,D0113,S014,M004,65.0,21.01,43.99,0.0,6.14,4.7,5,Completed Goals,Paid,No
T00472,2026-03-25,C0082,D0113,S002,M004,356.25,92.73,263.52,0.0,1.16,7.3,5,Excellent Progress,Paid,Yes
T00473,2026-02-23,C0082,D0113,S003,M004,641.25,183.56,457.69,0.05,1.23,11.6,5,Completed Goals,Paid,No
T00474,2026-03-05,C0082,D0113,S001,M004,125.0,36.88,88.12,0.0,1.39,9.4,5,Completed Goals,Paid,No
T00475,2025-10-15,C0082,D0113,S005,M004,45.0,18.9,26.1,0.0,1.07,8.3,5,Excellent Progress,Paid,No
T00476,2026-05-28,C0082,D0113,S011,M004,27.0,13.53,13.47,0.1,0.72,8.7,5,Moderate Progress,Paid,No
T00477,2026-04-01,C0082,D0113,S001,M004,125.0,35.63,89.37,0.0,1.29,10.6,5,Moderate Progress,Paid,No
T00478,2026-04-17,C0082,D0113,S006,M004,60.0,22.86,37.14,0.0,1.3,6.2,5,Excellent Progress,Paid,No
T00479,2026-04-22,C0083,D0114,S009,,94.5,34.31,60.19,0.1,1.79,9.8,5,Moderate Progress,Paid,No
T00480,2025-06-07,C0084,D0115,S008,,80.75,24.47,56.28,0.05,1.33,21.1,5,Excellent Progress,Paid,No
T00481,2025-08-05,C0084,D0115,S006,,60.0,16.14,43.86,0.0,1.15,21.9,5,Excellent Progress,Pending,No
T00482,2025-08-20,C0084,D0115,S011,,28.5,7.26,21.24,0.05,0.72,20.1,5,Excellent Progress,Paid,No
T00483,2026-02-14,C0084,D0115,S013,,125.0,41.86,83.14,0.0,12.28,19.0,5,Excellent Progress,Paid,No
T00484,2025-07-03,C0084,D0115,S010,,18.0,11.17,6.83,0.1,0.64,16.7,5,Moderate Progress,Pending,No
T00485,2025-12-17,C0084,D0115,S009,,99.75,34.6,65.15,0.05,1.57,22.0,5,Excellent Progress,Paid,No
T00486,2025-12-23,C0084,D0115,S009,,105.0,28.3,76.7,0.0,1.8,14.9,5,Moderate Progress,Paid,No
T00487,2025-10-17,C0084,D0115,S005,,40.5,18.93,21.57,0.1,0.88,20.0,5,Needs Follow-Up,Paid,No
T00488,2026-05-05,C0085,D0116,S001,,125.0,38.36,86.64,0.0,1.33,19.2,5,Excellent Progress,Paid,Yes
T00489,2025-10-19,C0085,D0116,S001,,125.0,40.75,84.25,0.0,1.23,16.4,5,Completed Goals,Paid,Yes
T00490,2026-04-11,C0085,D0116,S008,,85.0,28.42,56.58,0.0,1.18,21.6,5,Excellent Progress,Paid,Yes
T00491,2026-02-25,C0086,D0117,S008,M007,85.0,25.91,59.09,0.0,1.15,12.2,5,Completed Goals,Pending,No
T00492,2026-02-04,C0087,D0118,S006,M008,60.0,20.73,39.27,0.0,1.06,11.1,5,Excellent Progress,Pending,No
T00493,2025-10-07,C0087,D0118,S007,M008,40.5,14.95,25.55,0.1,0.8,10.5,5,Completed Goals,Paid,No
T00494,2026-03-19,C0087,D0118,S007,M008,45.0,15.79,29.21,0.0,0.6,10.7,5,Excellent Progress,Pending,No
T00495,2026-03-16,C0087,D0118,S001,M008,118.75,37.41,81.34,0.05,1.39,12.1,5,Completed Goals,Paid,No
T00496,2026-05-09,C0088,D0119,S006,M008,54.0,18.35,35.65,0.1,1.15,11.8,5,Completed Goals,Paid,No
T00497,2026-04-12,C0088,D0119,S013,M008,125.0,41.27,83.73,0.0,12.12,13.0,5,Moderate Progress,Paid,Yes
T00498,2025-05-23,C0088,D0119,S002,M008,356.25,90.52,265.73,0.0,1.06,10.1,5,Excellent Progress,Paid,Yes
T00499,2025-10-12,C0088,D0119,S002,M008,356.25,96.2,260.05,0.0,1.3,11.9,5,Excellent Progress,Paid,No
T00500,2025-05-30,C0088,D0119,S013,M008,118.75,42.58,76.17,0.05,12.36,11.9,5,Completed Goals,Paid,No
T00501,2026-05-03,C0089,D0120,S014,M008,65.0,20.83,44.17,0.0,6.36,22.4,5,Completed Goals,Paid,Yes
T00502,2026-03-16,C0089,D0120,S014,M008,58.5,24.11,34.39,0.1,6.35,23.7,5,Completed Goals,Paid,Yes
T00503,2026-02-23,C0089,D0120,S002,M008,320.62,90.45,230.17,0.1,1.23,27.3,5,Excellent Progress,Pending,No
T00504,2026-05-15,C0089,D0120,S002,M008,320.62,94.86,225.76,0.1,1.3,25.3,5,Completed Goals,Paid,Yes
T00505,2026-04-11,C0089,D0120,S013,M008,118.75,39.53,79.22,0.05,12.2,24.4,5,Completed Goals,Pending,No
T00506,2026-02-23,C0089,D0120,S001,M008,118.75,38.63,80.12,0.05,1.13,21.7,5,Excellent Progress,Paid,No
T00507,2026-05-26,C0089,D0120,S005,M008,45.0,12.17,32.83,0.0,0.95,23.5,5,Completed Goals,Pending,No
T00508,2026-03-14,C0089,D0120,S011,M008,27.0,7.27,19.73,0.1,0.62,22.9,5,Completed Goals,Paid,No
T00509,2026-05-20,C0089,D0120,S015,M008,30.0,11.39,18.61,0.0,0.65,24.1,5,Needs Follow-Up,Paid,No
T00510,2026-03-14,C0089,D0120,S013,M008,125.0,41.32,83.68,0.0,12.23,27.6,5,Moderate Progress,Paid,No
T00511,2026-03-09,C0089,D0120,S004,M008,28.5,11.15,17.35,0.05,0.75,24.3,5,Excellent Progress,Paid,No
T00512,2026-04-07,C0089,D0120,S004,M008,28.5,12.83,15.67,0.05,0.65,26.0,5,Excellent Progress,Paid,No
T00513,2026-05-26,C0089,D0120,S007,M008,42.75,14.73,28.02,0.05,0.74,22.8,5,Completed Goals,Paid,No
T00514,2026-05-10,C0089,D0120,S002,M008,356.25,95.79,260.46,0.0,1.26,21.5,5,Completed Goals,Paid,Yes
T00515,2026-05-08,C0089,D0120,S003,M008,641.25,180.4,460.85,0.05,1.23,22.7,5,Moderate Progress,Paid,Yes
T00516,2026-04-15,C0089,D0120,S007,M008,42.75,18.06,24.69,0.05,0.6,23.0,5,Excellent Progress,Paid,No
T00517,2026-04-18,C0089,D0120,S007,M008,45.0,18.94,26.06,0.0,0.71,27.9,5,Excellent Progress,Pending,Yes
T00518,2026-04-27,C0089,D0120,S006,M008,60.0,22.17,37.83,0.0,1.21,26.9,5,Excellent Progress,Paid,No
T00519,2026-05-22,C0090,D0123,S005,M008,45.0,12.67,32.33,0.0,1.04,21.9,5,Moderate Progress,Pending,No
T00520,2025-10-18,C0090,D0123,S008,M008,85.0,24.88,60.12,0.0,1.32,22.5,5,Excellent Progress,Pending,No
T00521,2025-11-12,C0090,D0122,S005,M008,45.0,15.24,29.76,0.0,0.83,27.1,5,Excellent Progress,Paid,No
T00522,2025-10-03,C0090,D0122,S005,M008,45.0,12.96,32.04,0.0,1.03,25.2,5,Excellent Progress,Paid,Yes
T00523,2026-04-29,C0090,D0122,S001,M008,125.0,36.19,88.81,0.0,1.06,22.3,5,Excellent Progress,Paid,Yes
T00524,2026-04-14,C0090,D0121,S001,M008,125.0,36.07,88.93,0.0,1.18,23.2,5,Completed Goals,Paid,No
T00525,2026-05-03,C0090,D0123,S009,M008,94.5,33.01,61.49,0.1,1.86,24.6,5,Completed Goals,Paid,No
T00526,2026-04-15,C0090,D0121,S010,M008,20.0,6.67,13.33,0.0,0.42,24.9,5,Needs Follow-Up,Paid,No
T00527,2026-05-14,C0090,D0121,S003,M008,675.0,185.07,489.93,0.0,1.07,25.6,5,Moderate Progress,Paid,No
T00528,2026-02-16,C0090,D0122,S002,M008,338.44,90.85,247.59,0.05,1.12,24.4,5,Completed Goals,Paid,Yes
T00529,2026-01-26,C0090,D0121,S005,M008,45.0,13.95,31.05,0.0,1.02,21.9,5,Moderate Progress,Pending,Yes
T00530,2026-05-09,C0091,D0124,S001,,125.0,41.71,83.29,0.0,1.26,7.9,5,Moderate Progress,Paid,No
T00531,2026-01-17,C0091,D0124,S002,,356.25,92.35,263.9,0.0,1.26,4.7,5,Excellent Progress,Paid,No
T00532,2025-08-14,C0091,D0124,S007,,45.0,18.28,26.72,0.0,0.66,5.9,5,Moderate Progress,Paid,No
T00533,2026-01-06,C0091,D0124,S005,,45.0,16.49,28.51,0.0,0.88,5.8,5,Needs Follow-Up,Paid,No
T00534,2025-08-28,C0091,D0124,S004,,30.0,9.6,20.4,0.0,0.81,2.7,5,Completed Goals,Paid,No
T00535,2026-02-19,C0091,D0124,S008,,85.0,22.04,62.96,0.0,1.35,1.0,5,Completed Goals,Paid,No
T00536,2025-11-04,C0091,D0124,S001,,125.0,38.55,86.45,0.0,1.2,3.7,5,Completed Goals,Paid,Yes
T00537,2026-01-10,C0091,D0124,S008,,76.5,26.45,50.05,0.1,1.15,6.3,5,Completed Goals,Paid,Yes
T00538,2026-03-21,C0091,D0124,S002,,320.62,94.27,226.35,0.1,1.2,1.2,5,Needs Follow-Up,Paid,No
T00539,2026-01-08,C0091,D0124,S012,,54.0,15.8,38.2,0.1,1.21,3.6,5,Excellent Progress,Paid,No
T00540,2026-04-05,C0091,D0124,S001,,125.0,41.41,83.59,0.0,1.05,6.9,5,Moderate Progress,Paid,No
T00541,2026-02-15,C0091,D0124,S014,,61.75,22.15,39.6,0.05,6.4,1.0,5,Moderate Progress,Paid,Yes
T00542,2025-10-30,C0091,D0124,S013,,118.75,44.7,74.05,0.05,12.32,6.0,5,Completed Goals,Paid,No
T00543,2026-03-13,C0091,D0124,S008,,85.0,28.45,56.55,0.0,1.18,5.7,5,Completed Goals,Paid,No
T00544,2025-10-22,C0091,D0124,S008,,85.0,28.66,56.34,0.0,1.34,1.0,5,Moderate Progress,Paid,Yes
T00545,2025-09-18,C0091,D0124,S009,,94.5,30.99,63.51,0.1,1.79,4.0,5,Excellent Progress,Pending,No
T00546,2025-09-22,C0091,D0124,S010,,18.0,7.41,10.59,0.1,0.43,6.0,5,Moderate Progress,Paid,No
T00547,2026-04-16,C0091,D0124,S015,,30.0,6.49,23.51,0.0,0.79,4.2,5,Excellent Progress,Paid,No
T00548,2025-07-29,C0092,D0126,S009,M003,105.0,28.77,76.23,0.0,1.75,5.7,5,Completed Goals,Paid,Yes
T00549,2026-03-04,C0092,D0125,S005,,40.5,12.6,27.9,0.1,0.84,4.5,5,Completed Goals,Paid,No
T00550,2025-09-02,C0092,D0125,S001,,112.5,40.52,71.98,0.1,1.06,5.7,5,Moderate Progress,Pending,No
T00551,2026-04-14,C0093,D0127,S006,M004,60.0,22.23,37.77,0.0,1.4,10.5,5,Moderate Progress,Pending,No
T00552,2026-04-13,C0093,D0127,S014,M004,65.0,23.2,41.8,0.0,6.29,9.8,5,Moderate Progress,Pending,No
T00553,2026-04-02,C0093,D0127,S014,M004,61.75,24.33,37.42,0.05,6.28,7.8,5,Excellent Progress,Paid,No
T00554,2026-04-12,C0093,D0127,S013,M004,125.0,42.25,82.75,0.0,12.19,8.9,5,Completed Goals,Paid,Yes
T00555,2026-03-26,C0093,D0127,S004,M004,27.0,13.49,13.51,0.1,0.8,4.2,5,Excellent Progress,Paid,Yes
T00556,2026-05-02,C0093,D0127,S014,M004,65.0,21.48,43.52,0.0,6.31,9.2,5,Completed Goals,Paid,No
T00557,2026-04-06,C0093,D0127,S013,M004,125.0,42.66,82.34,0.0,12.38,9.3,5,Excellent Progress,Paid,No
T00558,2026-05-14,C0093,D0127,S013,M004,125.0,40.64,84.36,0.0,12.3,9.9,5,Excellent Progress,Paid,No
T00559,2026-04-08,C0093,D0127,S003,M004,675.0,180.62,494.38,0.0,1.31,11.5,5,Moderate Progress,Paid,No
T00560,2026-05-14,C0093,D0127,S014,M004,65.0,20.43,44.57,0.0,6.24,10.7,5,Needs Follow-Up,Paid,No
T00561,2026-03-03,C0093,D0127,S001,M004,125.0,36.01,88.99,0.0,1.38,10.7,5,Excellent Progress,Paid,No
T00562,2026-05-30,C0093,D0127,S008,M004,76.5,25.52,50.98,0.1,1.29,6.2,5,Moderate Progress,Paid,No
T00563,2026-04-19,C0093,D0127,S009,M004,94.5,33.02,61.48,0.1,1.85,11.4,5,Completed Goals,Paid,Yes
T00564,2026-05-25,C0093,D0127,S004,M004,30.0,10.36,19.64,0.0,0.79,11.9,5,Moderate Progress,Paid,No
T00565,2026-05-11,C0093,D0127,S009,M004,94.5,33.27,61.23,0.1,1.75,10.4,5,Moderate Progress,Paid,No
T00566,2026-05-02,C0093,D0127,S005,M004,45.0,17.63,27.37,0.0,0.87,9.2,5,Excellent Progress,Paid,Yes
T00567,2026-04-25,C0093,D0127,S014,M004,65.0,20.67,44.33,0.0,6.39,5.4,5,Completed Goals,Pending,Yes
T00568,2026-05-21,C0093,D0127,S014,M004,65.0,20.24,44.76,0.0,6.13,7.9,5,Excellent Progress,Paid,Yes
T00569,2025-06-16,C0094,D0128,S008,M004,76.5,22.82,53.68,0.1,1.09,5.1,5,Moderate Progress,Paid,No
T00570,2025-04-29,C0094,D0128,S011,M004,28.5,11.92,16.58,0.05,0.65,1.0,5,Completed Goals,Paid,No
T00571,2026-03-21,C0094,D0128,S005,M004,45.0,16.09,28.91,0.0,1.05,6.3,5,Completed Goals,Paid,No
T00572,2025-09-12,C0094,D0128,S001,M004,125.0,35.27,89.73,0.0,1.25,5.2,5,Completed Goals,Paid,Yes
T00573,2025-08-01,C0094,D0128,S006,M004,57.0,20.61,36.39,0.05,1.14,1.0,5,Moderate Progress,Pending,Yes
T00574,2025-10-05,C0094,D0128,S001,M004,112.5,41.38,71.12,0.1,1.4,4.8,5,Excellent Progress,Paid,Yes
T00575,2025-06-29,C0094,D0128,S002,M004,356.25,94.22,262.03,0.0,1.13,2.9,5,Completed Goals,Pending,No
T00576,2025-12-25,C0094,D0128,S003,M004,641.25,183.19,458.06,0.05,1.38,5.4,5,Needs Follow-Up,Paid,No
T00577,2025-12-17,C0094,D0128,S010,M004,20.0,9.53,10.47,0.0,0.56,1.3,5,Moderate Progress,Paid,No
T00578,2025-06-02,C0094,D0128,S014,M004,65.0,20.87,44.13,0.0,6.09,4.4,5,Completed Goals,Paid,No
T00579,2026-03-11,C0094,D0128,S002,M004,356.25,90.07,266.18,0.0,1.18,7.8,5,Excellent Progress,Paid,No
T00580,2025-07-02,C0094,D0128,S010,M004,20.0,9.9,10.1,0.0,0.69,4.4,5,Excellent Progress,Paid,Yes
T00581,2026-04-19,C0095,D0129,S011,M004,28.5,8.81,19.69,0.05,0.79,5.7,5,Excellent Progress,Paid,No
T00582,2025-09-11,C0095,D0129,S009,M004,99.75,34.9,64.85,0.05,1.83,4.0,5,Completed Goals,Paid,No
T00583,2026-02-27,C0096,D0130,S005,,40.5,13.68,26.82,0.1,0.83,13.8,5,Completed Goals,Paid,No
T00584,2026-03-27,C0096,D0130,S014,,61.75,23.48,38.27,0.05,6.29,14.6,5,Excellent Progress,Paid,No
T00585,2025-12-10,C0096,D0130,S013,,112.5,43.25,69.25,0.1,12.14,15.1,5,Needs Follow-Up,Pending,No
T00586,2026-01-21,C0096,D0130,S008,,76.5,27.88,48.62,0.1,1.23,16.8,5,Excellent Progress,Paid,No
T00587,2026-05-31,C0096,D0130,S004,,27.0,14.0,13.0,0.1,0.65,13.0,5,Completed Goals,Pending,Yes
T00588,2026-02-25,C0096,D0130,S003,,641.25,186.25,455.0,0.05,1.35,9.6,5,Completed Goals,Paid,No
T00589,2026-03-08,C0096,D0130,S001,,118.75,37.48,81.27,0.05,1.09,13.1,5,Completed Goals,Paid,No
T00590,2026-04-12,C0096,D0130,S001,,125.0,40.39,84.61,0.0,1.14,12.9,5,Excellent Progress,Paid,No
T00591,2026-01-05,C0096,D0130,S011,,27.0,9.48,17.52,0.1,0.7,12.1,5,Moderate Progress,Paid,No
T00592,2026-03-20,C0096,D0130,S001,,125.0,41.31,83.69,0.0,1.11,10.8,5,Excellent Progress,Paid,Yes
T00593,2026-04-28,C0096,D0130,S005,,45.0,17.35,27.65,0.0,1.11,13.2,5,Moderate Progress,Paid,No
T00594,2026-01-05,C0096,D0130,S001,,125.0,36.09,88.91,0.0,1.23,15.3,5,Completed Goals,Paid,No
T00595,2025-12-11,C0096,D0130,S014,,61.75,22.03,39.72,0.05,6.22,15.3,5,Completed Goals,Pending,No
T00596,2026-01-07,C0096,D0130,S003,,675.0,184.66,490.34,0.0,1.2,13.0,5,Moderate Progress,Pending,No
T00597,2026-05-09,C0096,D0130,S002,,356.25,90.84,265.41,0.0,1.19,11.4,5,Completed Goals,Paid,No
T00598,2025-12-22,C0096,D0130,S002,,338.44,93.67,244.77,0.05,1.3,17.0,5,Completed Goals,Paid,No
T00599,2025-12-22,C0096,D0130,S005,,45.0,13.96,31.04,0.0,0.92,12.5,5,Completed Goals,Paid,No
T00600,2026-03-01,C0096,D0130,S001,,125.0,38.3,86.7,0.0,1.37,10.0,5,Completed Goals,Paid,No
T00601,2025-04-02,C0097,D0131,S001,M004,125.0,37.52,87.48,0.0,1.33,9.9,5,Excellent Progress,Paid,Yes
T00602,2025-05-10,C0097,D0131,S007,M004,45.0,16.21,28.79,0.0,0.56,11.7,5,Moderate Progress,Paid,No
T00603,2025-12-31,C0097,D0131,S001,M004,125.0,40.08,84.92,0.0,1.4,5.6,5,Moderate Progress,Paid,No
T00604,2025-10-12,C0098,D0132,S013,M008,118.75,38.47,80.28,0.05,12.2,29.0,5,Excellent Progress,Pending,No
T00605,2025-05-02,C0098,D0133,S009,M008,105.0,28.43,76.57,0.0,1.89,23.0,5,Moderate Progress,Pending,No
T00606,2026-03-16,C0098,D0133,S002,M008,320.62,95.46,225.16,0.1,1.19,23.7,5,Completed Goals,Paid,No
T00607,2026-05-21,C0098,D0133,S009,M008,94.5,31.68,62.82,0.1,1.66,23.3,5,Excellent Progress,Paid,No
T00608,2025-06-26,C0098,D0133,S001,M008,125.0,39.48,85.52,0.0,1.38,23.7,5,Completed Goals,Paid,No
T00609,2026-04-22,C0098,D0132,S014,M008,58.5,20.81,37.69,0.1,6.28,26.6,5,Needs Follow-Up,Pending,No
T00610,2025-09-22,C0098,D0133,S010,M008,20.0,9.38,10.62,0.0,0.39,24.4,5,Excellent Progress,Paid,No
T00611,2026-05-15,C0098,D0132,S007,M008,42.75,13.8,28.95,0.05,0.77,26.3,5,Completed Goals,Paid,No
T00612,2026-01-13,C0098,D0133,S002,M008,356.25,93.12,263.13,0.0,1.31,25.0,5,Completed Goals,Paid,Yes
T00613,2026-04-18,C0098,D0132,S005,M008,45.0,18.6,26.4,0.0,0.86,23.8,5,Completed Goals,Paid,No
T00614,2025-04-02,C0098,D0133,S001,M008,125.0,38.19,86.81,0.0,1.28,24.7,5,Moderate Progress,Paid,No
T00615,2025-09-09,C0098,D0132,S001,M008,125.0,40.79,84.21,0.0,1.32,26.7,5,Completed Goals,Paid,No
T00616,2026-01-12,C0098,D0132,S001,M008,125.0,41.7,83.3,0.0,1.09,27.4,5,Excellent Progress,Paid,Yes
T00617,2025-12-10,C0098,D0133,S006,M008,60.0,19.35,40.65,0.0,1.14,25.9,5,Completed Goals,Paid,No
T00618,2025-07-26,C0098,D0132,S001,M008,112.5,41.21,71.29,0.1,1.2,21.5,5,Completed Goals,Paid,Yes
T00619,2025-07-21,C0098,D0132,S004,M008,28.5,13.0,15.5,0.05,0.87,25.4,5,Needs Follow-Up,Paid,No
T00620,2026-04-04,C0099,D0134,S004,,30.0,9.25,20.75,0.0,0.74,11.7,5,Excellent Progress,Paid,No
T00621,2026-02-14,C0100,D0135,S001,M004,125.0,40.68,84.32,0.0,1.3,15.1,5,Completed Goals,Paid,No
T00622,2026-01-18,C0100,D0135,S002,M004,356.25,90.79,265.46,0.0,1.2,20.3,5,Completed Goals,Paid,No
T00623,2026-02-12,C0100,D0135,S004,M004,28.5,10.9,17.6,0.05,0.83,17.2,5,Moderate Progress,Paid,Yes
T00624,2026-04-10,C0101,D0136,S007,M008,40.5,17.0,23.5,0.1,0.73,27.5,5,Moderate Progress,Paid,No
T00625,2025-12-09,C0101,D0137,S001,M008,112.5,38.32,74.18,0.1,1.1,22.2,5,Needs Follow-Up,Paid,No
T00626,2026-04-25,C0101,D0137,S001,M008,125.0,36.48,88.52,0.0,1.13,27.3,5,Completed Goals,Paid,No
T00627,2026-03-23,C0101,D0137,S001,M008,125.0,39.91,85.09,0.0,1.28,21.9,5,Moderate Progress,Paid,No
T00628,2026-02-27,C0102,D0138,S003,M007,675.0,185.36,489.64,0.0,1.21,1.1,5,Excellent Progress,Paid,No
T00629,2026-05-19,C0102,D0138,S004,M007,27.0,8.42,18.58,0.1,0.77,4.8,5,Completed Goals,Paid,Yes
T00630,2026-05-30,C0103,D0139,S011,M004,30.0,8.1,21.9,0.0,0.89,10.6,5,Needs Follow-Up,Paid,No
T00631,2025-11-13,C0103,D0139,S003,M004,641.25,183.34,457.91,0.05,1.28,9.7,5,Excellent Progress,Paid,Yes
T00632,2025-10-03,C0103,D0139,S004,M004,30.0,13.93,16.07,0.0,0.56,8.7,5,Excellent Progress,Paid,No
T00633,2025-08-27,C0103,D0139,S007,M004,40.5,15.99,24.51,0.1,0.57,14.4,5,Excellent Progress,Paid,No
T00634,2026-04-18,C0104,D0140,S010,,20.0,10.08,9.92,0.0,0.72,12.1,5,Completed Goals,Pending,No
T00635,2026-03-18,C0104,D0140,S006,,54.0,19.34,34.66,0.1,1.35,6.8,5,Completed Goals,Paid,No
T00636,2026-03-28,C0104,D0140,S014,,65.0,25.38,39.62,0.0,6.11,14.2,5,Excellent Progress,Pending,No
T00637,2026-03-15,C0104,D0140,S005,,45.0,17.99,27.01,0.0,0.95,13.6,5,Moderate Progress,Paid,No
T00638,2026-05-10,C0104,D0140,S014,,65.0,25.63,39.37,0.0,6.1,13.4,5,Excellent Progress,Paid,Yes
T00639,2026-04-08,C0104,D0140,S001,,125.0,36.13,88.87,0.0,1.15,9.4,5,Completed Goals,Paid,No
T00640,2026-03-31,C0104,D0140,S015,,30.0,12.58,17.42,0.0,0.89,10.4,5,Excellent Progress,Paid,No
T00641,2026-05-03,C0104,D0140,S005,,40.5,14.89,25.61,0.1,0.96,13.5,5,Needs Follow-Up,Paid,No
